Name,RA_hms,Dec_dms
J1830-09,18:30:36,-9:08:00
J1830-10,18:30:06,-10:39:00
B1828-11,18:30:47.4,-10:59:26.5
J1830-1135,18:30:01.7,-11:35:32
J1830-1313,18:30:41.9,-13:13:16.2
J1830-14,18:30:06,-14:34:00
J1830-1414,18:30:00.3,-14:14:37
J1831+0101_P,18:31:38.8,+01:01:00
J1831+0204_P,18:31:19.8,+02:04:00
J1831+0222_P,18:31:45.3,+02:22:00
J1831+0304_P,18:31:23.0,+03:04:00
J1831-04,18:31:00,-04:29:00
J1831-0823,18:31:36.3,-08:23:23.3
J1831-0941,18:31:25.1,-09:41:53.2
J1831-0952,18:31:34.3,-09:52:01.7
J1831-1223,18:31:12.8,-12:23:31
J1831-1329,18:31:55.9,-13:29:56
J1831-1423,18:31:29.1,-14:23:46
J1832+0029,18:32:50.7,+00:29:27
J1832+0113_P,18:32:49.0,+01:13:00
J1832+0204_P,18:32:54.3,+02:04:00
J1832+27,18:32:10,+27:58:00
J1832-0644,18:32:42.6,-06:44:00.5
B1829-08,18:32:37.0,-08:27:04.0
J1832-0836,18:32:27.5,-08:36:55.0
B1829-10,18:32:40.8,-10:21:32.7
J1832-28,18:32:30,-28:43:00
J1833+0050_P,18:33:56.3,+00:50:00
J1833-0046_P,18:33:53.0,-00:46:00
J1833-0204_P,18:33:26.3,-02:04:00
J1833-0209,18:33:05.4,-02:09:16.4
B1831-03,18:33:41.8,-03:39:04.2
J1833-05,18:33:12,-05:13:00
J1833-0556,18:33:38.8,-05:56:05
J1833-0559,18:33:07.6,-05:59:25
B1830-08,18:33:40.2,-08:27:32.0
J1833-0831,18:33:44.3,-08:31:07.7
J1833-1034,18:33:33.5,-10:34:07.5
J1833-1055,18:33:58.4,-10:55:31
J1833-3840,18:33:04.6,-38:40:46
B1828-60,18:33:14.8,-60:23:04
J1834+0143_P,18:34:30.6,+01:43:00
J1834+0148_P,18:34:42.4,+01:48:00
J1834+0248_P,18:34:14.6,+02:48:00
J1834+10,18:34:27,+10:44:00
B1831-00,18:34:17.2,-00:10:53.3
J1834-0031,18:34:51.0,-00:31:34.3
B1831-04,18:34:25.6,-04:26:15.8
J1834-0602,18:34:37.9,-06:02:35
J1834-0633,18:34:29.2,-06:33:01.1
J1834-0731,18:34:15.9,-07:31:05.9
J1834-0742,18:34:31.2,-07:42:18.9
J1834-0812,18:34:29.8,-08:12:00
J1834-0845,18:34:52.1,-08:45:56.0
J1834-09,18:34:36,-09:15:00
J1834-1202,18:34:23.0,-12:02:24.9
J1834-1710,18:34:53.4,-17:10:50
J1834-1855,18:34:45.9,-18:55:59
J1835+0005_P,18:35:39.8,+00:05:00
J1835+0114_P,18:35:19.4,+01:14:00
J1835+0158_P,18:35:22.0,+01:58:00
J1835+0301_P,18:35:20.4,+03:01:00
J1835-0011_P,18:35:46.0,-00:11:00
J1835-0113_P,18:35:08.4,-01:13:00
J1835-0114,18:35:21.9,-01:14:33.6
J1835-0149_P,18:35:19.8,-01:49:00
J1835-0349,18:35:12.9,-03:49:09.9
J1835-0522,18:35:08.1,-05:22:08
J1835-0600,18:35:20.2,-06:00:00
B1832-06,18:35:05.5,-06:43:06.4
J1835-0847,18:35:45.7,-08:47:20
J1835-09,18:34:36,-9:15:00
J1835-0924,18:35:38.0,-09:24:27
J1835-09242,18:35:21.8,-09:24:15.9
J1835-0928,18:35:22.2,-09:28:02
J1835-0944,18:35:46.6,-09:44:27.2
J1835-0946,18:35:44.8,-09:46:38
J1835-1020,18:35:57.6,-10:20:04.0
J1835-1106,18:35:18.4,-11:06:16.1
J1835-1548,18:35:50.3,-15:48:38
J1835-3259A,18:35:44,-32:59:25
J1835-3259B,18:35:45.4,-32:59:25.4
J1836+0014_P,18:36:54.5,+00:14:00
J1836+0015_P,18:36:07.2,+00:15:00
J1836+0117_P,18:36:11.7,+01:17:00
J1836+0352_P,18:36:06.0,+03:52:00
J1836+0915,18:36:18.9,+09:15:37.6
J1836+51,18:36:00,+51:00:00
J1836+5925,18:36:13.6,+59:25:30.1
J1836-0011_P,18:36:09.5,-00:11:00
J1836-0100_P,18:36:58.5,-01:00:00
J1836-0150_P,18:36:05.8,-01:50:00
B1834-04,18:36:51.7,-04:36:37.6
J1836-0517,18:36:25.2,-05:17:35
B1834-10,18:36:53.9,-10:08:08.3
J1836-11,18:36:06,-11:17:00
J1836-1324,18:36:52.2,-13:24:33.6
J1836-2354A,18:36:25.4,-23:54:52.3
J1836-2354B,18:36:24.3,-23:54:28.7
J1837+0033,18:37:41.1,+00:33:46.1
J1837+0053,18:37:28.4,+00:53:13
J1837+0250_P,18:37:49.9,+02:50:00
J1837+03,18:37:00,+03:00:00
J1837+0420_P,18:37:43.7,+04:20:00
J1837+0528_P,18:37:40.5,+05:28:00
J1837+10,18:37:00,+10:46:00
J1837+1221,18:37:07.1,+12:21:54.7
J1837-0045,18:37:32.1,-00:45:10.6
J1837-0048_P,18:37:35.9,-00:48:00
J1837-0219,18:37:37.5,-02:19:31.2
J1837-0559,18:37:23.6,-05:59:28.6
J1837-0604,18:37:43.5,-06:04:49
B1834-06,18:37:14.6,-06:53:02.1
J1837-0822,18:37:39.6,-08:22:12.4
J1837-10,18:37:18,-10:13:00
J1837-1243,18:37:09.4,-12:43:56
J1837-1837,18:37:54.2,-18:37:11.5
J1838+0022_P,18:38:24,+00:22:00
J1838+0027_P,18:38:13,+00:27:00
J1838+0028_P,18:38:31.0,+00:28:00
J1838+0044_P,18:38:11,+00:44:00
J1838+0226_P,18:38:43.0,+02:26:00
J1838+0228_P,18:38:21.5,+02:28:00
J1838+1507_P,18:38:36.6,+15:07:00
J1838+1523,18:38:46.7,+15:23:25.4
J1838+1650,18:38:43.0,+16:50:16.0
J1838+50,18:38:00,+50:51:00
J1838-0014_P,18:38:11.9,-00:14:00
J1838-01,18:38:30,-01:01:00
J1838-0107,18:38:39.4,-01:07:48.6
J1838-0156_P,18:38:06.8,-01:56:00
J1838-0453,18:38:11.4,-04:53:25.3
J1838-0537,18:38:56.0,-05:37:09
J1838-0549,18:38:38.0,-05:49:12.1
J1838-0624,18:38:51.7,-06:24:54
J1838-0655,18:38:03.1,-06:55:33.4
J1838-1046,18:38:26.4,-10:46:57
J1838-1849,18:38:33.7,-18:49:59
J1839+0050_P,18:39:04.1,+00:50:00
J1839+0100_P,18:39:27.6,+01:00:00
J1839+0221_P,18:39:18.3,+02:21:00
J1839+0543,18:39:00,+05:43:00
J1839-0141,18:39:06.9,-01:41:56.0
J1839-0223,18:39:58.0,-02:23:09.5
J1839-0321,18:39:37.5,-03:21:10.8
J1839-0332,18:39:56.5,-03:32:58.6
J1839-0402,18:39:51.0,-04:02:24.9
J1839-0436,18:39:00.0,-04:36:57.5
J1839-0459,18:39:42.6,-04:59:58.8
J1839-0627,18:39:20.4,-06:27:34
J1839-0643,18:39:09.8,-06:43:45.2
J1839-0905,18:39:53.4,-9:05:14.1
J1839-1238,18:39:43.6,-12:38:40.4
J1840+0012_P,18:40:49,+00:12:00
J1840+0151_P,18:40:58.6,+01:51:00
J1840+0214,18:40:34.0,+02:14:54.7
J1840+0351_P,18:40:39.2,+03:51:00
J1840+2843,18:40:29.5,+28:43:13.7
B1839+56,18:40:44.5,+56:40:54.8
J1840-0049_P,18:40:02.9,-00:49:00
J1840-0140_P,18:40:54.2,-01:40:00
J1840-0144_P,18:40:53.0,-01:44:00
J1840-0245_P,18:40:14,-02:45:00
J1840-0445,18:40:45.5,-04:45:08
J1840-0559,18:40:23.1,-05:59:16.2
J1840-0626,18:40:16.3,-06:26:15.4
J1840-0643,18:40:08.9,-06:43:36.0
J1840-0753,18:40:47.6,-07:53:32
J1840-0809,18:40:33.3,-08:09:03.6
J1840-0815,18:40:13.7,-08:15:08.8
J1840-0840,18:40:51.9,-08:40:29
J1840-09,18:40:36,-09:37:00
J1840-1122,18:40:24.0,-11:22:10.7
J1840-1207,18:40:53.7,-12:07:32.6
J1840-1419,18:40:33.0,-14:19:06.5
J1841+0112_P,18:41:13.7,+01:12:00
J1841+0130,18:41:17.7,+01:30:16.9
J1841+0217_P,18:41:05.0,+02:17:00
J1841+0235_P,18:41:54.1,+02:35:00
B1839+09,18:41:55.9,+09:12:07.3
J1841-0053_P,18:41:26.0,-00:53:00
J1841-0123_P,18:41:08.6,-01:23:00
J1841-0157,18:41:56.1,-01:57:52.2
J1841-0238_P,18:41:15.0,-02:38:00
J1841-0258_P,18:42:00.0,-02:58:00
J1841-0310,18:41:25.8,-03:10:21
J1841-0345,18:41:38.6,-03:48:43.4
J1841-04,18:41:10,-04:48:00
B1838-04,18:41:05.6,-04:25:19.5
J1841-0456,18:41:19.3,-04:56:11.1
J1841-05,18:41:00,-05:19:00
J1841-0500,18:41:18.1,-05:00:19.5
J1841-0524,18:41:49.3,-05:24:29.5
J1841-1404,18:41:34.3,-14:04:19
J1841-7845,18:41:25.9,-78:45:15
J1842+0114_P,18:42:13,+01:14:00
J1842+0131_P,18:42:53.0,+01:31:00
J1842+0257,18:42:30.9,+02:57:58.8
J1842+0357_P,18:42:35.4,+03:57:00
J1842+0358,18:42:17.0,+03:58:35.3
J1842+0407_P,18:42:11.9,+04:07:00
J1842+0638,18:42:10.0,+06:38:15.0
J1842+1332,18:42:29.9,+13:32:01.5
J1842-0138_P,18:42:31.0,-01:38:00
J1842-0148_P,18:42:31.0,-01:48:00
J1842-0153,18:42:57.8,-01:53:26.7
J1842-0309,18:42:19.0,-03:09:46
B1839-04,18:42:26.4,-04:00:01.5
J1842-0415,18:42:11.2,-04:15:38.2
J1842-06,18:42:48,-06:21:00
J1842-0612,18:42:43.0,-06:12:36
J1842-0800,18:42:54.9,-08:00:53.5
J1842-0905,18:42:22.1,-09:05:30.0
J1842-27,18:42:02,-27:58:19
J1842-39,18:42:00,-39:00:00
J1843+0119,18:43:23.9,+01:19:27.1
J1843+0333_P,18:43:44.8,+03:33:00
J1843+0526_P,18:43:43.2,+05:26:00
J1843+2024,18:43:26.1,+20:24:54.6
J1843-0000,18:43:27.9,-00:00:41.5
J1843-0038_P,18:43:54.5,-00:38:00
J1843-0050,18:43:36.7,-00:50:10
J1843-0051_P,18:43:32,-00:51:00
J1843-0128_P,18:43:31.2,-01:28:00
J1843-0137,18:43:12.6,-01:37:46.3
J1843-0147_P,18:43:30.0,-01:47:00
J1843-0157_P,18:43:36.3,-01:57:00
J1843-0207_P,18:43:49.0,-02:07:00
J1843-0211,18:43:30.3,-02:11:02.3
J1843-0236_P,18:43:20.2,-02:36:00
J1843-0310_P,18:43:11.8,-03:10:00
J1843-0355,18:43:06.6,-03:55:56.6
J1843-0408,18:43:43.4,-04:08:04
J1843-0459,18:43:27.6,-04:59:30.7
J1843-0510,18:43:09.7,-05:10:04.5
J1843-0702,18:43:22.4,-07:02:54.6
J1843-0744,18:43:05.4,-07:44:30.1
J1843-0757,18:43:33.0,-07:57:33
J1843-0806,18:43:28.7,-08:06:44.9
J1843-1113,18:43:41.2,-11:13:31.1
J1843-1448,18:43:01.3,-14:48:12.6
J1843-1507,18:43:33.6,-15:07:03.0
J1843-40,18:43:03,-40:33:51
J1844+00,18:44:11,+00:35:00
J1844+0028,18:44:36,+00:28:48
J1844+0115,18:44:40.5,+01:15:34.9
J1844+0144_P,18:44:55.2,+01:44:00
J1844+0315_P,18:44:32.2,+03:15:00
J1844+0455_P,18:44:56.1,+04:55:00
B1842+14,18:44:54.8,+14:54:14.1
J1844+21,18:44:00,+21:51:00
J1844+41,18:44:45,+41:17:00
J1844-0030,18:44:41.0,-00:30:26.9
J1844-0127_P,18:44:18.3,-01:27:00
J1844-0134_P,18:44:18.0,-01:34:00
J1844-0136_P,18:44:20.2,-01:36:00
J1844-0142_P,18:44:05.2,-01:42:00
J1844-02,18:44:48,-2:40:00
J1844-0202_P,18:44:00.8,-02:02:00
J1844-0223_P,18:44:54.8,-02:23:00
B1842-02,18:44:44.9,-02:44:40.9
J1844-0256,18:44:53,-02:56:00
J1844-03,18:44:57,-03:00:00
J1844-0302,18:44:06.9,-03:02:11.2
J1844-0310,18:44:45.4,-03:10:37.1
J1844-0346,18:44:32.8,-03:46:30.6
B1841-04,18:44:33.4,-04:33:12.4
J1844-0452,18:44:01.5,-04:52:20.9
J1844-0502,18:44:33.9,-05:02:00.5
B1841-05,18:44:05.1,-05:38:34.1
J1844-09,18:44:12,-9:10:00
J1845+0104_P,18:45:50.4,+01:04:00
J1845+0201_P,18:45:03.0,+02:01:00
J1845+0317_P,18:45:18.0,+03:17:00
J1845+0326_P,18:45:42,+03:26:00
J1845+0417_P,18:45:33,+04:17:00
J1845+0623,18:45:08.5,+06:23:58.0
J1845+21,18:45:00,+21:51:00
J1845-0008_P,18:45:08,-00:08:00
J1845-0028_P,18:45:40,-00:28:00
J1845-0103_P,18:45:31.1,-01:03:00
J1845-0118_P,18:45:08.5,-01:18:00
J1845-0142_P,18:45:25.0,-01:42:00
J1845-0144_P,18:45:42.8,-01:44:00
J1845-0229A_P,18:45:22.6,-02:29:00
J1845-0229B_P,18:45:57.8,-02:29:00
J1845-0243_P,18:45:32.3,-02:43:00
J1845-0254_P,18:45:32.3,-02:54:00
J1845-0316,18:45:52.9,-03:16:05
B1842-04,18:45:34.7,-04:34:29.8
J1845-0545,18:45:38.4,-05:45:18.2
J1845-0635,18:45:07.4,-06:35:24.1
J1845-0743,18:45:57.1,-07:43:38.5
J1845-0826,18:45:05.6,-08:26:39.7
J1845-1114,18:45:45.7,-11:14:10.7
J1845-1351,18:45:11.5,-13:51:54.5
J1846+0014_P,18:46:24.0,+00:14:00
J1846+0051,18:46:43.8,+00:51:40.4
J1846+0153_P,18:46:34.3,+01:53:00
J1846+0336_P,18:46:05.6,+03:36:00
J1846+0507_P,18:46:50.5,+05:07:00
J1846+0657_P,18:46:13.8,+06:57:00
J1846+0919,18:46:26.0,+09:19:46
J1846-0200_P,18:46:36.2,-02:00:00
J1846-0211_P,18:46:12.6,-02:11:00
J1846-0253_P,18:46:26.2,-02:53:00
J1846-0257,18:46:15.4,-02:57:36.0
J1846-0258,18:46:24.9,-02:58:30.1
J1846-05,18:46:12,-5:29:00
J1846-0500,18:46:26.9,-05:00:19.5
J1846-0513,18:46:09.0,-05:13:20.6
J1846-0749,18:46:19.7,-07:49:21.4
J1846-07492,18:46:07.9,-07:49:13.2
J1846-4249,18:46:00,-42:49:00
J1846-7403,18:46:13.7,-74:03:04
J1847+01,18:47:05,+01:13:00
J1847+0110_P,18:47:23,+01:10:00
J1847+0133_P,18:47:01,+01:33:00
J1847+0148_P,18:47:09.5,+01:48:00
J1847+0342_P,18:47:30.6,+03:42:00
J1847+0614_P,18:47:34,+06:14:00
J1847-0046_P,18:47:47,-00:46:00
J1847-0048_P,18:47:47.2,-00:48:00
J1847-0052_P,18:47:11.6,-00:52:00
J1847-0130,18:47:35.2,-01:30:46
J1847-0308_P,18:47:02.2,-03:08:00
B1844-04,18:47:22.8,-04:02:14.4
J1847-0427,18:47:18.8,-04:27:59
J1847-0438,18:47:37.8,-04:38:14.0
J1847-0443,18:47:51.8,-04:43:36.2
J1847-05,18:47:42,-05:41:00
J1847-0605,18:47:21.0,-06:05:13.3
J1848+0127_P,18:48:19,+01:27:00
J1848+0150,18:48:43,+01:50:24
J1848+0351,18:48:42.2,+03:51:35.7
J1848+0604,18:48:54.6,+06:04:46.1
J1848+0647,18:48:56.0,+06:47:31.7
J1848+0826,18:48:43.7,+08:26:35.9
J1848+12,18:48:30,+12:50:00
J1848+1245_P,18:48:07.3,+12:45:00
J1848+1516,18:48:56.1,+15:16:44.1
J1848+26,18:48:15,+26:29:00
J1848-0023,18:48:37.9,-00:23:15.5
J1848-0044_P,18:48:51.6,-00:44:00
J1848-0055,18:48:45.5,-00:55:53
B1845-01,18:48:23.5,-01:23:58.3
J1848-0129A,18:48:48.1,-01:29:58.9
J1848-0511,18:48:15.0,-05:11:38
J1848-0601,18:48:20.3,-06:01:07.7
J1848-1150,18:48:11.8,-11:50:09.2
J1848-1243,18:48:18.0,-12:43:30
J1848-1414,18:48:39.1,-14:14:17
B1845-19,18:48:18.0,-19:52:31
J1849+0001,18:49:22.5,+00:02:17.0
J1849+0009,18:49:42.6,+00:10:00.4
J1849+0016_P,18:49:58,+00:16:00
J1849+0034_P,18:49:22.2,+00:34:00
J1849+0037_P,18:49:28,+00:37:00
J1849+0106,18:49:55.4,+01:06:22.6
J1849+0127,18:49:44.1,+01:27:23
J1849+0225_P,18:49:13,+02:25:00
J1849+0304_P,18:49:32.9,+03:04:00
J1849+0329_P,18:49:04.4,+03:29:00
J1849+0339_P,18:49:55,+03:39:00
J1849+0409,18:49:03.4,+04:09:42.3
J1849+0430,18:49:40.4,+04:30:36.8
J1849+0619_P,18:49:35,+06:19:00
J1849+0623_P,18:49:50.0,+06:23:00
J1849+1001,18:49:00.7,+10:01:01.0
J1849+1043_P,18:49:52.4,+10:43:00
J1849+2423,18:49:34.6,+24:23:45.9
J1849+2559,18:49:47.5,+25:59:57.6
J1849-0001,18:49:01.6,-00:01:17.4
J1849-0014,18:49:26.9,-00:13:46.8
J1849-0019_P,18:49:15,-00:19:00
J1849-0040,18:49:10.2,-00:40:20
J1849-0145_P,18:49:20.9,-01:45:00
J1849-0200_P,18:49:59.9,-02:00:00
J1849-0317,18:49:57.8,-03:17:32.5
J1849-0614,18:49:45.1,-06:14:31.5
B1846-06,18:49:06.4,-06:37:06.9
J1850+0011_P,18:50:04,+00:11:00
J1850+0026,18:50:45.1,+00:26:25.4
J1850+0124,18:50:01.0,+01:24:34.6
J1850+0242,18:50:41.6,+02:42:57.4
J1850+0423,18:50:23.4,+04:23:09.2
J1850+0707_P,18:50:57.3,+07:07:00
J1850+0724_P,18:50:52.5,+07:24:00
J1850+0824_P,18:50:29.1,+08:24:00
J1850+0845_P,18:50:58.0,+08:45:00
J1850+0956_P,18:50:26.7,+09:56:00
B1848+13,18:50:35.4,+13:35:58.3
J1850+15,18:50:09,+15:32:00
J1850-0002,18:50:02.3,-00:02:09.7
J1850-0004_P,18:50:05,-00:04:00
J1850-0006,18:50:47.9,-00:06:26.1
J1850-0020,18:50:01.6,-00:20:37.2
J1850-0026,18:50:14.7,-00:26:11.6
J1850-0031,18:50:33.3,-00:31:09
J1850-0050_P,18:50:27.3,-00:50:00
J1851+00,18:51:02,+00:10:00
J1851+0037_P,18:51:44.4,+00:37:00
J1851+0051_P,18:51:40,+00:51:00
J1851+0056_P,18:51:27,+00:56:00
J1851+0118,18:51:52.1,+01:18:59
J1851+0233,18:51:09.1,+02:33:46.4
J1851+0241,18:51:20.3,+02:41:20.0
J1851+0347_P,18:51:57.2,+03:47:00
B1848+04,18:51:03.2,+04:18:12.0
J1851+0500_P,18:51:47.9,+05:00:00
J1851+0843_P,18:51:18.3,+08:43:00
J1851+10,18:51:32,+10:00:00
J1851+1021_P,18:51:34.6,+10:21:00
B1848+12,18:51:13.2,+12:59:35.2
J1851-0014_P,18:51:50.2,-00:14:00
J1851-0029,18:51:55.0,-00:29:57.9
J1851-0053,18:51:03.2,-00:53:07.2
J1851-0108_P,18:51:10.6,-01:08:00
J1851-0114,18:51:16.4,-01:14:13.4
J1851-0241,18:51:15.2,-02:41:31
J1851-0633,18:51:41.6,-06:33:48.4
J1852+0008,18:52:42.8,+00:08:09.6
J1852+0013,18:52:41.7,+00:13:57.1
J1852+0018,18:52:26.7,+00:18:42.4
B1849+00,18:52:27.4,+00:32:02
J1852+0033,18:52:46.6,+00:33:20.9
J1852+0040,18:52:38.5,+00:40:19.8
J1852+0056_P,18:52:14,+00:56:00
J1852+0158_P,18:52:44,+01:58:00
J1852+0305,18:52:32.6,+03:05:05
J1852+0309_P,18:52:11,+03:09:00
J1852+0421_P,18:52:04.1,+04:21:00
J1852+0857_P,18:52:37,+08:57:00
J1852+1200,18:52:58,+12:00:00
J1852-0000,18:52:40.1,-00:00:25.5
J1852-0002_P,18:52:10,-00:02:00
J1852-0024,18:52:14.1,-00:24:17.6
J1852-0033,18:52:26.5,-00:33:39.7
J1852-0039,18:52:13.1,-00:39:44.8
J1852-0044_P,18:52:27,-00:44:00
J1852-0055_P,18:52:23,-00:55:00
J1852-0111_P,18:52:24.9,-01:11:00
J1852-0118,18:52:17.1,-01:18:14.9
J1852-0127,18:52:03.6,-01:27:25.4
J1852-0635,18:52:57.4,-06:36:00.4
J1852-0834_P,18:52:17.1,-08:34:00
J1852-0947,18:52:02.2,-09:47:35
J1852-1310,18:52:19.2,-13:10:01
J1852-2610,18:52:59.4,-26:10:12.7
J1853+0009,18:53:39,+00:08:00
J1853+0011,18:53:29.9,+00:11:30.6
J1853+0013,18:53:52.5,+00:14:12.8
J1853+0023,18:53:07.7,+00:21:31.2
J1853+0029,18:53:17.7,+00:29:22.1
J1853+0056,18:53:32.6,+00:56:59
J1853+0209_P,18:53:07,+02:09:00
J1853+0237_P,18:53:57,+02:37:00
J1853+0259,18:53:14.9,+02:59:47.9
J1853+0312_P,18:53:15,+03:12:00
J1853+0353_P,18:53:29,+03:53:00
J1853+0427,18:53:47.0,+04:27:41.2
J1853+0505,18:53:04.3,+05:05:26.1
J1853+0545,18:53:58.4,+05:45:55.2
J1853+0853,18:53:22.0,+08:53:17
J1853+1303,18:53:57.3,+13:03:44.0
J1853-0003_P,18:53:24,-00:03:00
J1853-0004,18:53:23.0,-00:04:33.5
J1853-0008_P,18:53:12,-00:08:00
J1853-0009_P,18:53:36.2,-00:09:00
J1853-0014_P,18:53:23.0,-00:14:00
J1853-0049_P,18:53:02.9,-00:49:00
J1853-0054_P,18:53:54.1,-00:54:00
J1853-0130_P,18:53:07,-01:30:00
J1853-0649,18:53:25.4,-06:49:25.9
J1853-0842A,18:53:04.0,-08:42:28.2
J1854+0012_P,18:54:18,+00:12:00
J1854+0050,18:54:43.4,+00:50:17.8
J1854+0131_P,18:54:34,+01:31:00
J1854+0306,18:54:02.9,+03:06:14
J1854+0317,18:54:29.0,+03:17:31
J1854+0319,18:54:00.1,+03:19:12.8
J1854+0358_P,18:54:04.0,+03:58:00
J1854+0704_P,18:54:31,+07:04:00
J1854+0934_P,18:54:40.0,+09:34:00
J1854+0956_P,18:54:26.0,+09:56:00
J1854+0957_P,18:54:28.9,+09:57:00
J1854+1002_P,18:54:40.6,+10:02:00
J1854+1046B_P,18:54:36.0,+10:46:00
B1852+10,18:54:29.3,+10:46:42
J1854+36,18:54:00,+36:00:00
J1854+40,18:54:00,+40:05:00
J1854-0033_P,18:54:30,-00:33:00
J1854-0036,18:54:35.7,-00:36:32.6
J1854-0156_P,18:54:22.0,-01:56:00
J1854-0230_P,18:54:18.1,-02:30:00
J1854-05,18:54:12,-05:12:00
J1854-0514,18:54:18.4,-05:14:26.1
J1854-0524,18:54:55.3,-05:24:23.1
B1851-14,18:54:44.2,-14:21:26.4
J1854-1557,18:54:53.6,-15:57:47
J1855+0033_P,18:55:03,+00:33:00
J1855+0139_P,18:55:14,+01:39:00
J1855+0205,18:55:42.0,+02:05:36.4
J1855+0228_P,18:55:45,+02:28:00
J1855+0235,18:55:52.3,+02:34:55.5
J1855+0240_P,18:55:13,+02:40:00
J1855+0306,18:55:38.3,+03:06:22.7
J1855+0307,18:55:26.6,+03:07:20.4
J1855+0327_P,18:55:45,+03:27:00
J1855+0339_P,18:55:42,+03:39:00
J1855+0422,18:55:41.3,+04:22:47
J1855+0424_P,18:55:00,+04:24:00
J1855+0455_P,18:55:15,+04:55:00
J1855+0511_P,18:55:12,+05:11:00
J1855+0527,18:55:15.0,+05:27:40.7
J1855+0626,18:55:25,+06:26:53
J1855+0700,18:55:17.7,+07:00:37.1
J1855-0054_P,18:55:21,-00:54:00
J1855-0115_P,18:55:21.8,-01:15:00
J1855-0149_P,18:55:08.4,-01:49:00
J1855-0154_P,18:55:09,-01:54:00
J1855-0211_P,18:55:32,-02:11:00
J1855-0221_P,18:55:56.3,-02:21:00
J1855-0941,18:55:15.6,-09:41:03.0
J1855-1436,18:55:54.2,-14:36:08.9
J1856+0011_P,18:56:48,+00:11:00
J1856+0029_P,18:56:49,+00:29:00
J1856+0102,18:56:28.5,+01:02:10.6
B1853+01,18:56:10.6,+01:13:21.3
J1856+0211,18:56:59.4,+02:11:10.9
J1856+0243_P,18:56:01,+02:43:00
J1856+0245,18:56:50.9,+02:45:47
J1856+0404,18:56:26.6,+04:04:26
J1856+0528_P,18:56:23,+05:28:00
J1856+0615_P,18:56:39,+06:15:00
J1856+0711_P,18:56:28.2,+07:11:00
J1856+0805_P,18:56:09.7,+08:05:00
J1856+0912,18:56:33.4,+09:12:29.7
J1856+1000_P,18:56:30.3,+10:00:00
J1856+1059_P,18:56:02.6,+10:59:00
J1856-0018_P,18:56:41.9,-00:18:00
J1856-0039_P,18:56:48.9,-00:39:00
J1856-0041_P,18:56:05.3,-00:41:00
J1856-0105_P,18:56:32.9,-01:05:00
J1856-0134_P,18:56:40.6,-01:34:00
J1856-0235_P,18:56:45.2,-02:35:00
J1856-0526,18:56:21.9,-05:26:57.4
J1856-3754,18:56:35.4,-37:54:35.8
B1854+00,18:57:00.8,+00:57:16.8
J1857+0143,18:57:33.0,+01:43:47.0
J1857+0210,18:57:40.9,+02:10:58
B1855+02,18:57:43.6,+02:12:41.1
J1857+0214,18:57:07.4,+02:14:37.2
J1857+0224,18:57:10.7,+02:24:43.2
J1857+0229_P,18:57:19,+02:29:00
J1857+0249_P,18:57:48.9,+02:49:00
J1857+0300,18:57:16.9,+03:00:26.0
J1857+0310_P,18:57:41.6,+03:10:00
J1857+0526,18:57:15.8,+05:26:28.7
J1857+0642_P,18:57:58.6,+06:42:00
J1857+07,18:57:00,+07:00:00
J1857+0809,18:57:09.3,+08:09:04.3
B1855+09,18:57:36.3,+09:43:17.1
J1857-0026_P,18:57:01.8,-00:26:00
J1857-0110_P,18:57:08.4,-01:10:00
J1857-0117_P,18:57:11.6,-01:17:00
J1857-0125_P,18:57:21.0,-01:25:00
J1857-0230_P,18:57:20.5,-02:30:00
J1857-1027,18:57:26.4,-10:27:01
J1858+0026_P,18:58:05,+00:26:00
J1858+0215,18:58:17.4,+02:15:38
J1858+0239,18:58:18,+02:39:52
J1858+0241,18:58:53.8,+02:41:37.5
J1858+0244_P,18:58:01,+02:44:00
J1858+0310_P,18:58:05,+03:10:00
J1858+0319,18:58:40.8,+03:19:21.5
J1858+0346,18:58:22.3,+03:46:37.8
J1858+0453_P,18:58:48,+04:53:00
J1858+0609_P,18:58:10,+06:09:00
J1858+0724_P,18:58:27.7,+07:24:00
J1858-0024_P,18:58:46,-00:24:00
J1858-0055_P,18:58:05.8,-00:55:00
J1858-0113_P,18:58:52,-01:13:00
J1858-0128_P,18:58:11.6,-01:28:00
J1858-0736,18:58:44.3,-07:37:00
J1858-2216,18:58:17.8,-22:16:56.4
J1858-5422,18:58:07.7,-54:22:15.5
J1859+00,18:59:47,+00:38:00
J1859+0026B_P,18:59:57.7,+00:26:00
J1859+0026_P,18:59:58,+00:26:00
J1859+0126_P,18:59:15,+01:26:00
J1859+0239B_P,18:59:18,+02:39:00
J1859+0239_P,18:59:18,+02:39:00
J1859+0251_P,18:59:35,+02:51:00
J1859+0313_P,18:59:36,+03:13:00
J1859+0345,18:59:12.7,+03:45:57
J1859+0430,18:59:08.7,+04:30:18.7
J1859+0434_P,18:59:41,+04:34:00
J1859+0601,18:59:45.7,+06:01:46.1
J1859+0603,18:59:42.1,+06:03:54.5
J1859+0658_P,18:59:05,+06:58:00
J1859+07,18:59:00,+07:00:00
J1859+0832_P,18:59:27,+08:32:00
J1859+1526,18:59:44.3,+15:26:11.0
J1859+7654,18:59:36.0,+76:54:55.6
J1859-0152_P,18:59:45.1,-01:52:00
J1859-0224_P,18:59:40.1,-02:24:00
